Role,Age,Gender,Occupation,Personality Traits,Communication Style,Interests and Hobbies,Educational Background,Cultural Background,Language Proficiency,Technology Savviness,Preferred Communication Medium,Lifestyle,Values and Beliefs,Relationship Status,Economic Status,Health and Wellness,Time Availability,Problem-solving Approach,Capital improvement project,Infiltration policy,Freeboard policy,Buyouts,Future Buyout,Recreational investment,Shelter Small,Basketball Small,Football,Open Area Small,Shelter Medium,Soccer Small,Volleyball Small,Exercise Area Small,Picnic Area,Playground Large,Shelter Large,Soccer Large,Track,Trail Small,Amphitheater,Open Area Large,Playground Small,Soccer Medium,Softball/Baseball Small,Trail Medium,Trail Large
Role314,53,male,Artist,Innovative,Direct,Reading,High School,African,Mandarin,Intermediate,Text,Sedentary,Christianity,Married,Low income,Healthy,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role315,55,genderqueer,Artist,Innovative,Formal,Cooking,High School,Western,French,Expert,Video,Sedentary,Atheism,Widowed,High income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role316,33,nondisclosed,Scientist,Introverted,Direct,Cooking,Bachelor,Eastern,Mandarin,Intermediate,Mixed,Sedentary,Atheism,Single,High income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role317,65,genderqueer,Engineer,Traditional,Empathetic,Cooking,Graduate Degree,Eastern,French,Intermediate,Video,Active,Islam,Single,High income,Health-conscious,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Role318,59,nondisclosed,Student,Traditional,Informal,Reading,Bachelor,African,Mandarin,Intermediate,Mixed,Active,Environmentalism,Single,Middle income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role319,48,genderqueer,Student,Traditional,Humorous,Reading,Graduate Degree,African,French,Intermediate,Mixed,Active,Environmentalism,Married,High income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role320,21,female,Doctor,Traditional,Mixed,Painting,High School,African,French,Novice,Voice,Active,Islam,Widowed,High income,Healthy,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role321,48,female,Scientist,Innovative,Empathetic,Painting,Graduate Degree,Middle Eastern,French,Expert,Text,Sedentary,Humanism,Divorced,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role322,48,genderqueer,Retired,Innovative,Empathetic,Sports,Bachelor,Western,Mandarin,Novice,Mixed,Sedentary,Atheism,Divorced,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role323,50,female,Engineer,Extroverted,Direct,Cooking,High School,African,Spanish,Expert,Video,Sedentary,Islam,Single,Low income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role324,51,genderqueer,Engineer,Innovative,Humorous,Cooking,Bachelor,Western,Mandarin,Expert,Voice,Active,Christianity,Divorced,High income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role325,40,male,Teacher,Innovative,Formal,Reading,Graduate Degree,Western,French,Expert,Video,Sedentary,Christianity,Divorced,Low income,Average health,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role326,45,nondisclosed,Doctor,Traditional,Mixed,Reading,Bachelor,African,Spanish,Expert,Voice,Active,Islam,Married,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role327,39,male,Artist,Introverted,Formal,Reading,Graduate Degree,African,Mandarin,Novice,Text,Sedentary,Humanism,Married,High income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role328,58,nondisclosed,Artist,Innovative,Empathetic,Reading,Graduate Degree,Eastern,English,Novice,Mixed,Sedentary,Christianity,Married,Low income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role329,74,male,Student,Innovative,Mixed,Sports,High School,Middle Eastern,Spanish,Intermediate,Mixed,Sedentary,Humanism,Single,Middle income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role330,23,male,Retired,Innovative,Mixed,Reading,Bachelor,Eastern,Mandarin,Expert,Text,Sedentary,Environmentalism,Widowed,Low income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role331,66,nondisclosed,Doctor,Traditional,Informal,Video Games,Bachelor,Middle Eastern,Spanish,Novice,Video,Active,Humanism,Married,Middle income,Average health,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role332,44,genderqueer,Student,Extroverted,Mixed,Sports,High School,African,Mandarin,Intermediate,Text,Active,Atheism,Single,Low income,Health-conscious,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role333,70,genderqueer,Doctor,Extroverted,Direct,Traveling,Graduate Degree,Western,Mandarin,Intermediate,Video,Sedentary,Christianity,Married,High income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
Role334,39,female,Engineer,Traditional,Informal,Painting,Bachelor,Western,English,Novice,Voice,Sedentary,Atheism,Married,High income,Healthy,Sporadic,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role335,74,male,Scientist,Innovative,Mixed,Reading,High School,Eastern,French,Intermediate,Video,Active,Humanism,Single,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role336,79,genderqueer,Scientist,Extroverted,Mixed,Reading,Bachelor,African,Spanish,Expert,Video,Sedentary,Environmentalism,In a relationship,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role337,18,nondisclosed,Artist,Introverted,Direct,Video Games,High School,Middle Eastern,French,Novice,Video,Sedentary,Islam,Married,High income,Healthy,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role338,30,genderqueer,Retired,Introverted,Formal,Painting,Bachelor,Western,English,Intermediate,Text,Sedentary,Christianity,Widowed,High income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role339,54,nondisclosed,Student,Traditional,Formal,Video Games,High School,African,Spanish,Intermediate,Voice,Sedentary,Atheism,Married,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role340,31,female,Engineer,Traditional,Mixed,Sports,Graduate Degree,Middle Eastern,Spanish,Intermediate,Mixed,Active,Humanism,Widowed,Low income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role341,37,male,Retired,Introverted,Empathetic,Video Games,High School,African,Spanish,Intermediate,Voice,Active,Atheism,Married,Low income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
Role342,25,female,Teacher,Extroverted,Informal,Cooking,High School,Middle Eastern,French,Intermediate,Text,Sedentary,Islam,In a relationship,High income,Health-conscious,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role343,59,genderqueer,Retired,Innovative,Humorous,Reading,High School,Middle Eastern,French,Intermediate,Video,Sedentary,Environmentalism,Married,Low income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role344,57,male,Student,Innovative,Direct,Video Games,Graduate Degree,Eastern,English,Intermediate,Video,Sedentary,Christianity,Divorced,Low income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Role345,49,nondisclosed,Artist,Innovative,Formal,Traveling,High School,African,English,Intermediate,Text,Active,Islam,Married,High income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role346,31,genderqueer,Artist,Extroverted,Humorous,Painting,Graduate Degree,Middle Eastern,Spanish,Novice,Video,Active,Environmentalism,Single,Middle income,Health-conscious,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role347,59,female,Retired,Introverted,Formal,Video Games,Bachelor,Middle Eastern,English,Expert,Voice,Active,Islam,Married,Middle income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role348,45,male,Scientist,Innovative,Informal,Reading,High School,Western,English,Intermediate,Mixed,Sedentary,Christianity,Single,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role349,78,female,Scientist,Extroverted,Direct,Video Games,High School,Western,Mandarin,Expert,Video,Active,Atheism,Married,Middle income,Average health,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role350,42,genderqueer,Retired,Traditional,Humorous,Reading,High School,Western,Spanish,Intermediate,Text,Active,Christianity,Divorced,High income,Health-conscious,Part-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role351,41,female,Retired,Introverted,Humorous,Cooking,High School,Western,French,Novice,Video,Sedentary,Humanism,Single,Middle income,Healthy,Part-time,Analytical,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role352,70,female,Teacher,Traditional,Mixed,Traveling,High School,Western,English,Expert,Video,Active,Islam,Widowed,Low income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Role353,80,genderqueer,Student,Extroverted,Mixed,Sports,Graduate Degree,African,English,Intermediate,Video,Active,Environmentalism,Married,High income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role354,26,genderqueer,Scientist,Extroverted,Formal,Cooking,High School,Western,Spanish,Novice,Voice,Sedentary,Environmentalism,Divorced,High income,Healthy,Part-time,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role355,66,female,Retired,Introverted,Direct,Cooking,Bachelor,Eastern,French,Intermediate,Video,Sedentary,Environmentalism,In a relationship,Middle income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role356,52,genderqueer,Engineer,Innovative,Direct,Video Games,Bachelor,African,Mandarin,Intermediate,Video,Sedentary,Islam,Widowed,High income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role357,39,nondisclosed,Scientist,Extroverted,Empathetic,Traveling,High School,Eastern,English,Novice,Voice,Active,Christianity,Widowed,High income,Healthy,Sporadic,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role358,56,female,Retired,Extroverted,Direct,Reading,Bachelor,Eastern,English,Novice,Video,Sedentary,Atheism,In a relationship,High income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role359,29,genderqueer,Scientist,Traditional,Empathetic,Sports,Bachelor,Western,French,Expert,Voice,Sedentary,Christianity,Married,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role360,29,female,Doctor,Traditional,Humorous,Sports,High School,African,French,Intermediate,Text,Sedentary,Environmentalism,Single,Low income,Average health,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role361,47,male,Artist,Traditional,Informal,Reading,Bachelor,Western,English,Expert,Text,Sedentary,Islam,Divorced,High income,Healthy,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role362,53,male,Scientist,Traditional,Humorous,Cooking,Graduate Degree,Middle Eastern,Mandarin,Expert,Voice,Sedentary,Christianity,Widowed,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role363,40,female,Retired,Introverted,Humorous,Painting,Bachelor,African,English,Novice,Text,Sedentary,Islam,Divorced,Low income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role364,80,male,Doctor,Traditional,Humorous,Cooking,Graduate Degree,Western,French,Expert,Text,Sedentary,Atheism,Married,High income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role365,62,male,Doctor,Traditional,Direct,Sports,Graduate Degree,Middle Eastern,Mandarin,Intermediate,Voice,Active,Islam,Single,Low income,Average health,Sporadic,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role366,40,female,Teacher,Introverted,Humorous,Video Games,Graduate Degree,Eastern,Spanish,Novice,Mixed,Sedentary,Humanism,Divorced,Middle income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role367,24,genderqueer,Teacher,Traditional,Direct,Video Games,Bachelor,African,French,Intermediate,Text,Sedentary,Atheism,Single,Low income,Average health,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
Role368,77,male,Artist,Traditional,Humorous,Traveling,Bachelor,African,French,Expert,Text,Active,Christianity,Single,Middle income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role369,40,nondisclosed,Student,Traditional,Mixed,Reading,Bachelor,African,Spanish,Expert,Mixed,Sedentary,Islam,Single,Low income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role370,62,female,Doctor,Traditional,Humorous,Traveling,Bachelor,Eastern,Mandarin,Intermediate,Text,Active,Christianity,Widowed,High income,Health-conscious,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role371,35,nondisclosed,Student,Extroverted,Empathetic,Reading,Graduate Degree,African,Mandarin,Novice,Mixed,Sedentary,Humanism,Married,Middle income,Healthy,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role372,33,male,Retired,Innovative,Direct,Video Games,Graduate Degree,African,Spanish,Intermediate,Mixed,Sedentary,Atheism,Married,High income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role373,51,female,Student,Introverted,Direct,Traveling,High School,Western,English,Novice,Mixed,Sedentary,Atheism,Divorced,High income,Health-conscious,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role374,34,genderqueer,Doctor,Extroverted,Formal,Cooking,Graduate Degree,Middle Eastern,French,Novice,Voice,Sedentary,Christianity,Single,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Role375,48,male,Teacher,Extroverted,Humorous,Sports,Bachelor,Western,Spanish,Intermediate,Text,Active,Christianity,In a relationship,Middle income,Healthy,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role376,69,nondisclosed,Student,Introverted,Direct,Traveling,Graduate Degree,Eastern,English,Novice,Text,Sedentary,Environmentalism,Widowed,Low income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role377,30,genderqueer,Student,Traditional,Humorous,Sports,Graduate Degree,Western,English,Novice,Voice,Sedentary,Environmentalism,Divorced,Middle income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role378,24,genderqueer,Doctor,Extroverted,Informal,Sports,Graduate Degree,Western,English,Expert,Voice,Sedentary,Atheism,Married,Middle income,Average health,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role379,23,nondisclosed,Student,Introverted,Humorous,Painting,High School,Western,French,Intermediate,Mixed,Sedentary,Atheism,Divorced,Middle income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role380,35,genderqueer,Retired,Introverted,Formal,Traveling,Bachelor,African,English,Intermediate,Voice,Sedentary,Atheism,In a relationship,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role381,27,nondisclosed,Student,Innovative,Mixed,Cooking,Graduate Degree,Middle Eastern,English,Expert,Video,Sedentary,Environmentalism,In a relationship,Middle income,Average health,Sporadic,Creative,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role382,21,female,Teacher,Introverted,Direct,Painting,High School,African,English,Intermediate,Video,Active,Environmentalism,Divorced,Low income,Health-conscious,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role383,77,female,Retired,Traditional,Direct,Cooking,Graduate Degree,African,English,Novice,Voice,Sedentary,Humanism,In a relationship,Low income,Average health,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role384,47,female,Doctor,Innovative,Formal,Sports,High School,Middle Eastern,Mandarin,Expert,Video,Active,Humanism,Married,High income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role385,52,female,Artist,Traditional,Formal,Reading,Bachelor,African,French,Novice,Voice,Active,Atheism,Widowed,High income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role386,74,genderqueer,Artist,Innovative,Direct,Reading,Graduate Degree,Eastern,Spanish,Novice,Video,Active,Humanism,Divorced,Low income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Role387,37,nondisclosed,Doctor,Traditional,Direct,Cooking,High School,Eastern,English,Novice,Voice,Sedentary,Islam,Married,Middle income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role388,80,nondisclosed,Teacher,Traditional,Empathetic,Sports,High School,Middle Eastern,Mandarin,Intermediate,Voice,Sedentary,Islam,Widowed,Middle income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role389,47,male,Teacher,Traditional,Direct,Cooking,Graduate Degree,Western,Spanish,Expert,Text,Sedentary,Humanism,Married,Middle income,Average health,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role390,32,female,Engineer,Traditional,Direct,Video Games,Graduate Degree,Western,Spanish,Novice,Text,Sedentary,Islam,Single,High income,Healthy,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role391,64,genderqueer,Teacher,Introverted,Mixed,Cooking,Bachelor,Western,Mandarin,Expert,Mixed,Active,Environmentalism,Single,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role392,46,nondisclosed,Scientist,Extroverted,Formal,Traveling,Graduate Degree,Middle Eastern,English,Expert,Voice,Sedentary,Islam,In a relationship,Middle income,Healthy,Sporadic,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role393,70,female,Teacher,Traditional,Direct,Sports,Bachelor,Western,English,Novice,Video,Sedentary,Christianity,Married,High income,Average health,Sporadic,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1
Role394,35,genderqueer,Engineer,Innovative,Humorous,Reading,High School,Middle Eastern,Mandarin,Expert,Video,Active,Christianity,Widowed,Low income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role395,69,genderqueer,Retired,Innovative,Humorous,Painting,Bachelor,African,Mandarin,Expert,Video,Active,Islam,Single,Low income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role396,43,male,Teacher,Extroverted,Mixed,Reading,High School,African,French,Intermediate,Voice,Sedentary,Christianity,Single,Middle income,Average health,Sporadic,Practical,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role397,43,female,Teacher,Innovative,Informal,Traveling,Graduate Degree,Western,English,Intermediate,Mixed,Sedentary,Humanism,Widowed,Middle income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Role398,41,nondisclosed,Teacher,Traditional,Formal,Reading,Graduate Degree,Eastern,Mandarin,Novice,Video,Active,Environmentalism,Divorced,High income,Health-conscious,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role399,45,male,Doctor,Introverted,Informal,Sports,Bachelor,Middle Eastern,French,Expert,Voice,Active,Christianity,Widowed,High income,Healthy,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role400,22,genderqueer,Student,Innovative,Formal,Cooking,Graduate Degree,Eastern,Spanish,Novice,Text,Sedentary,Islam,Married,High income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role401,48,genderqueer,Teacher,Innovative,Direct,Painting,Bachelor,Middle Eastern,Mandarin,Expert,Video,Active,Christianity,Single,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role402,36,female,Engineer,Innovative,Direct,Cooking,Graduate Degree,Middle Eastern,Spanish,Novice,Mixed,Active,Humanism,Married,High income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role403,61,nondisclosed,Artist,Traditional,Humorous,Traveling,High School,Western,Spanish,Novice,Voice,Sedentary,Atheism,Married,High income,Average health,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role404,57,male,Artist,Introverted,Formal,Sports,Graduate Degree,African,French,Intermediate,Text,Sedentary,Environmentalism,Single,High income,Health-conscious,Part-time,Practical,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role405,31,female,Student,Introverted,Empathetic,Cooking,Bachelor,Middle Eastern,English,Expert,Video,Sedentary,Christianity,Single,Middle income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role406,60,genderqueer,Artist,Extroverted,Direct,Video Games,High School,Middle Eastern,Mandarin,Novice,Video,Sedentary,Humanism,Divorced,Middle income,Average health,Part-time,Creative,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role407,19,genderqueer,Student,Traditional,Humorous,Sports,Graduate Degree,Eastern,French,Intermediate,Video,Active,Christianity,Married,High income,Average health,Sporadic,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role408,71,nondisclosed,Engineer,Traditional,Humorous,Traveling,Bachelor,Middle Eastern,French,Intermediate,Video,Sedentary,Environmentalism,Widowed,Middle income,Average health,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role409,53,female,Doctor,Extroverted,Mixed,Reading,Bachelor,Middle Eastern,Mandarin,Novice,Video,Sedentary,Environmentalism,Widowed,Middle income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role410,43,nondisclosed,Artist,Introverted,Empathetic,Traveling,Bachelor,Middle Eastern,French,Novice,Video,Sedentary,Atheism,Single,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
